Accession,Description,Abundance: M1,Abundance: M2,Abundance: M3,Abundance: C1,Abundance: C2,Abundance: C3
P10478,Protein 479,1199.8056412851543,1286.025090073213,1175.9540932911468,1089.9476122748779,1062.8116963405284,726.4247279199399
P10479,Protein 480,1042.9845295306127,946.8913533861976,749.6888186913566,857.9592300035818,818.6621410561197,1033.2538975445152
P10480,Protein 481,993.0891877650936,914.420148506309,914.7407695510432,775.2932013062743,998.2318707900529,784.5049509342248
P10481,Protein 482,810.0517585444437,653.1634290884427,1188.2195231491005,819.8401228517185,909.5024275164535,756.4596833426084
P10482,Protein 483,1041.9971790596683,1215.307919372935,1122.7020963477892,999.4461763495708,1100.6982212007,803.1990245588229
P10483,Protein 484,931.4218190750133,1005.4785438882451,758.1665480848445,1029.0416381048585,816.1090096200711,1151.8172627475878
P10484,Protein 485,711.9919126031997,1102.6349479877233,718.3991994491696,855.6881317526379,849.1860470599634,951.9624859895592
P10485,Protein 486,1513.358959946349,448.13941584453994,1253.5287901234562,641.5374038089931,1021.2977461483879,953.6801703185265
P10486,Protein 487,1140.5419225557318,993.7824787817129,763.0519732989201,944.7277580609717,841.1482098584905,924.0516306343686
P10487,Protein 488,1015.8870969861922,1253.9337759495281,1202.8510332773935,833.8190197133604,859.1588662283481,987.0987317898829
P10488,Protein 489,1014.0782235853424,932.7939610273686,1066.5619040892564,845.1174105912578,881.6108657479291,1108.308326862091
P10489,Protein 490,756.2392044763203,918.2215988156238,894.9704914254096,968.0688148977836,806.4799418662182,758.8071525878139
P10490,Protein 491,953.5049856230411,1111.3184737427246,1123.7649950991952,828.8775550604583,655.8790466840463,1051.307444139094
P10491,Protein 492,669.78298934738,812.3889910546486,921.5148967343064,1025.774292990169,995.8882105722438,834.3413963555221
P10492,Protein 493,780.3030383114468,895.4143490902879,1150.9127464759495,821.3754953581183,1072.1309924392212,872.4271190905876
P10493,Protein 494,1020.6789589819799,1114.6136073904313,1254.0432904461804,981.9830745825892,946.9662017022983,987.4913928424487
P10494,Protein 495,1231.1389585150503,1106.5540043578299,1046.9832936332327,878.2828707111763,894.7870764644791,970.9031790370285
P10495,Protein 496,1107.9998889937806,1127.9752004425459,1016.6771964674848,676.4803005472672,829.2243060164373,1087.7512548400855
P10496,Protein 497,775.3040772478636,983.3775447758031,963.506728780614,970.1988926436406,998.2270169072797,870.3384304398576
P10497,Protein 498,739.2504640578045,1237.979551970316,947.6899340009518,1117.6526442360266,984.9607624717369,931.3130426726393
P10498,Protein 499,1152.125113138532,872.0017114865752,1127.7074284125242,915.4279222703677,976.4382483754719,862.5544053527593
P10499,Protein 500,960.6376853012919,919.092447403857,1227.634252148415,1029.6253387799388,683.6620885841382,685.7329922409431
P10500,Protein 501,971.0177114068074,1053.7080695779423,1075.5842028534917,803.5817533952354,893.1900483267085,973.9011885081694
P10501,Protein 502,753.0498312102769,858.0334952137241,1097.0242726125116,596.4161382974164,781.1468854997414,881.8649338825902
P10502,Protein 503,621.7156581391291,1012.2574728394891,930.4466712824454,1096.913516554069,876.2925561772281,1039.3019717304978
P10503,Protein 504,1078.2911674483914,1470.5266968601827,1233.5569479931578,1162.4480050069612,667.6951141853677,1044.56421460338
P10504,Protein 505,728.4615765176128,1106.170876452863,919.2998418837333,740.0911125293974,1062.3031720682857,928.3567504172538
P10505,Protein 506,1219.5937697327406,1200.9296971319022,994.5866691509273,1088.7476079455291,977.7655677542439,1078.3438933835446
P10506,Protein 507,588.0339267190716,954.234560759785,1124.9906468188879,1019.069761807707,567.2684846888833,950.3351481184753
P10507,Protein 508,1227.8861199060073,1230.0360158181225,1385.7614711757162,954.330817450756,959.4854430557259,889.4185308652068
P10508,Protein 509,995.6947846693602,1011.5960743579298,1111.5544747829279,964.8502106453005,1125.9646841959623,936.4422963720299
P10509,Protein 510,892.3468021493665,1068.413647316754,598.6566773201049,1091.2783914054344,1041.859681668534,1084.7029018752567
P10510,Protein 511,1285.6915342484228,790.3400571220627,1044.6149815083243,910.5014829684259,575.0338517373698,1072.0630121743968
P10511,Protein 512,1016.4450152173847,959.1814916879092,830.0733612234148,821.1627679257978,1238.8665890714067,1162.0813867397565
P10512,Protein 513,1278.7670496052697,1184.3157909389172,862.4549878012627,846.0251812747334,1053.1634671145468,939.8948519384179
P10513,Protein 514,1143.5512260425094,1018.5518965136068,899.8809469188079,899.7693172586863,911.967959491514,1031.108675279771
P10514,Protein 515,900.2371464507561,910.2191580711481,1395.6985366426436,907.9035229221037,1108.9430728345951,936.9226134264849
P10515,Protein 516,857.9043539753334,887.5805860661669,1123.7485375655765,951.3171565653593,817.5358161757318,889.3162863064713
P10516,Protein 517,829.319273927382,1093.813672348211,802.9245820606498,1032.520539335664,800.0404400370642,790.4499648730309
P10517,Protein 518,1011.9633459836529,826.1747287642521,1558.0260626487761,962.3484486578711,785.084355820747,891.4737826891485
P10518,Protein 519,907.8806433521959,762.1641588322822,891.6024989021299,925.5891105689873,982.6789465864999,1054.4852808615094
P10519,Protein 520,954.2380835293108,875.1818122241239,895.6446794385338,984.0901311925509,1058.1347027890433,900.6898101202199
P10520,Protein 521,1342.2316109800274,941.0100318610198,1047.6520667039758,1163.440015656921,973.5732449914617,752.4299676605151
P10521,Protein 522,864.9648570842395,1264.707468901208,1084.1451015556393,988.7467557685889,981.6347705614694,720.8611609073645
P10522,Protein 523,1035.1692262316974,1420.5029831695597,1019.4735873782529,803.0219845198462,864.5028857431681,941.5432253687458
P10523,Protein 524,746.0297715259869,916.7215195382877,1062.4009621741318,980.5532863523238,811.6408332734364,939.1692686472777
P10524,Protein 525,1267.7105325727052,850.1299382507568,919.4170211405543,723.135591310021,1136.4957593815288,824.0191071199284
P10525,Protein 526,1013.4111619636308,1028.620964765322,829.1729193043191,716.2804658937962,691.7807674131222,867.3900650338221
P10526,Protein 527,1306.9357697208468,876.385384154856,1063.3461096908293,1271.3400498253304,699.0377583353674,793.2434599369419
P10527,Protein 528,965.6575083292429,819.244259650585,1061.8627110469793,902.616341758323,977.2120086139354,970.1718773997932
P10528,Protein 529,1229.9256650993889,970.4143794503459,874.803127375995,1078.3469972916569,907.3669995870074,806.3633327486147
P10529,Protein 530,1018.6346659064644,1125.101519959619,971.0759586616628,1017.5966130236428,1111.8359969927587,1017.446344939757
P10530,Protein 531,906.5029581321786,1079.1523821850749,1064.7300774945077,1083.754991329066,955.3534091337688,1065.130946116967
P10531,Protein 532,860.731032057339,738.7823685192898,857.9011341158964,893.1700320718304,902.628003123808,909.2272741450171
P10532,Protein 533,1034.594525354239,1057.931273954469,1095.913275133882,1022.3672073109133,775.0511950713527,776.1096511965488
P10533,Protein 534,775.5372148579419,1369.1253032987559,1016.729156241831,917.7100804096218,865.3395276089902,790.1730021569036
P10534,Protein 535,1215.411220009947,1034.4318655851075,1046.2156712639107,846.4526449111142,899.5572717221115,1034.332128929129
P10535,Protein 536,1078.2564643701246,1175.7020134690792,946.3249369685649,772.2286934062116,952.6343183171091,1143.2228240910908
P10536,Protein 537,773.7951217744139,773.849362212543,1112.5932800946582,633.3250002189158,986.9415534178195,795.5993788064495
P10537,Protein 538,1305.5522657343668,827.3524767386218,1164.4351657373802,981.8534699679753,1117.6543563698287,1071.4206254641963
P10538,Protein 539,895.3246501268816,1110.6060400160611,1123.958932986703,1180.0256259621542,859.137782279678,948.9585836384333
P10539,Protein 540,998.2859228649943,1270.4240582891016,603.4574840792968,787.6376161249198,1099.25440450416,963.6017754342789
P10540,Protein 541,1007.2716941723705,1163.0458769015722,1299.0198831897314,955.0425670555161,933.2743669103422,797.3659423383108
P10541,Protein 542,816.3516425561186,860.5157288239228,1299.32176332353,674.5317540031115,1070.1026351632697,804.3012902857481
P10542,Protein 543,953.037146127944,1104.869649197748,994.7133618135756,715.4449388519963,1164.4545500348713,902.6542126216174
P10543,Protein 544,991.5061845329492,980.7246867095015,637.0227596613067,843.0092974212039,941.770017274441,644.1121244105113
P10544,Protein 545,1010.3023130793629,1517.267847157859,972.6109726704015,967.1836117258047,981.3247068014505,933.3717250035122
P10545,Protein 546,740.3255707215931,967.7397192907074,829.1917258172613,758.9763491033211,903.8605771711306,1117.881322352296
P10546,Protein 547,936.1393291138177,1082.4301284792932,1039.0835382350797,896.1111723921849,1114.6879406379949,1029.4016999958674
P10547,Protein 548,1313.4680062232042,1116.655967026984,1066.461959663392,838.5590990818147,999.9775348203575,992.1661372400797
P10548,Protein 549,846.2658945360619,977.6303566277145,916.181235958445,705.4324359915003,1011.7888103488401,846.1951016354651
P10549,Protein 550,843.07450665222,1054.5348321036981,935.3552739500327,935.1407983890451,938.2371267921085,1066.4493331788387
P10550,Protein 551,1178.6239824485099,874.1903719462349,744.0223616282781,925.3291416322619,777.401373930653,805.1776061052608
P10551,Protein 552,948.9274717517125,1146.2588087407478,951.1370275121636,984.2588373312261,1034.1242365475143,808.706904939319
P10552,Protein 553,964.4285969515723,676.6322904241362,757.8236719124674,1061.8642995203193,855.3823022182772,761.2740157656688
P10553,Protein 554,860.151796978337,1269.9737336129376,711.3874912672682,969.0580108567336,971.765546284973,875.4788955664703
P10554,Protein 555,998.4167068211852,712.0705167675032,1034.1428183747475,1049.2239614698397,709.7037125916978,851.5034199551244
P10555,Protein 556,1013.6276067177714,1113.6238467833043,749.2742594448358,872.2296085785504,1079.2055340706486,1126.4891986983143
P10556,Protein 557,1095.5702771088602,906.909905320667,636.1069333476588,867.1699754104413,941.1284130024787,862.1689873611972
P10557,Protein 558,1004.138268634852,1155.8420239263553,719.39876439408,1075.0107386502311,707.1412545711844,944.0083104586968
P10558,Protein 559,1055.0046160245793,855.3081276015374,881.8952735943349,958.6138566292897,721.6175669142647,902.6610986929328
P10559,Protein 560,1305.2280696587304,1141.9694727934307,899.6660592710762,945.4964122879575,996.7565146775141,763.9777321802184
P10560,Protein 561,644.063630626737,1135.8655407785106,1109.261638135862,962.9044539386958,811.8877229175105,962.5310978959028
P10561,Protein 562,1039.1988976703221,939.362530700474,796.4400359267127,816.8713578352241,1034.3819752673958,858.541334413443
P10562,Protein 563,720.9103171757494,1404.5338689690982,705.9549990357459,620.3903621892291,836.0428230315376,580.8358499853434
P10563,Protein 564,1214.7230656196734,932.8142779350086,1195.1832252324186,1046.2802123061736,913.6543621986665,800.0853846045885
P10564,Protein 565,1418.0581690375539,948.6124508552022,1209.6297289816625,1300.3528244652139,792.9386490943357,854.9249820365341
P10565,Protein 566,943.400476472929,1164.2074674232206,1273.0429812299544,1295.960381685324,776.3475478844935,902.7403820010629
P10566,Protein 567,914.2685380462607,764.0248314265408,1020.5587966185187,647.720450158251,581.2779966960713,676.9047916943147
P10567,Protein 568,992.0281383510365,1322.8030990797092,1297.0102038094851,927.0300519436923,592.0981686424702,867.2823779861892
P10568,Protein 569,1038.9258928618074,1260.9132387713555,649.1077694473017,955.5553563897092,1047.1761628471136,956.0009859603869
P10569,Protein 570,636.602672882606,1298.918742620871,794.2743814741116,613.7388524698355,896.8409260357074,758.6971933382035
P10570,Protein 571,751.3076215613115,1033.7380797840228,1354.3287259077729,1051.5319063782315,934.8821691624336,785.3955557474803
P10571,Protein 572,686.27514063571,919.2992545550998,1198.7257578875103,831.0395960356518,1009.8583362251894,758.863327750903
P10572,Protein 573,658.5403230946272,821.0247798273381,1094.9273707780221,936.4476419520116,1090.8677316850794,1097.150917324242
P10573,Protein 574,1163.2368220332908,983.3846299537806,1172.2035841775646,941.2598517341978,757.42144010891,941.1820204405009
P10574,Protein 575,800.794180539873,1057.3006466181678,1173.4172672543807,723.9405333385123,920.0477082946121,905.5183431072466
P10575,Protein 576,1186.010826680096,690.8540487146169,1058.1833177263647,717.4018363094312,816.3435158815655,906.7162099678376
P10576,Protein 577,748.6938992868992,957.7152360183568,831.8689848971213,933.7691952663548,793.9385308500126,725.6895147109271
P10577,Protein 578,1080.5744494070402,920.3079870795732,1147.9012505261007,990.708397597691,996.8208062207711,727.7288605783356
P10578,Protein 579,905.7869353116241,908.1855264644241,1116.3278899399338,756.578540359541,1239.4433561003925,763.1905041290069
P10579,Protein 580,868.7279756149276,1505.6252593062504,709.4875922556076,896.5160995832579,783.2026225744746,916.9682176258164
P10580,Protein 581,723.8105990571244,1219.1061185153721,1091.4879552838854,819.2089324687568,723.1612956454992,979.2747383683409
P10581,Protein 582,1087.383493709199,719.574526354129,1040.7646629632964,908.3810542607234,951.6747015247474,926.3158156670152
P10582,Protein 583,872.8181092155755,1016.7418773324456,1180.3412276596157,513.9172892868461,864.3094893401799,817.8543093399554
P10583,Protein 584,1238.7348989952457,1099.0180131027778,1211.1855282918543,1016.3536154906727,868.836090261627,1296.7099415060034
P10584,Protein 585,1224.8693285722884,979.9661726067732,846.7940808602913,951.1812310305337,1059.3224976051902,737.5307007371387
P10585,Protein 586,850.4494055365515,1075.7088581367339,1433.0846510508295,895.546784496298,827.8405323643035,1013.8312377760138
P10586,Protein 587,1093.1163992590991,1003.2432159160996,980.7619238942177,764.3015625322536,989.2982469656488,968.2972091731068
P10587,Protein 588,466.00854720835946,1057.5995095029705,953.1354910667903,676.0114638216075,957.7538413244268,652.3938222719468
P10588,Protein 589,940.0160414950393,710.0700602599983,1095.9762999749803,1392.3491267993945,684.6572861765219,845.5454306553547
P10589,Protein 590,780.143634566327,1031.93762406369,963.1963765386162,967.0139686986522,727.6105721102306,773.6347071197187
P10590,Protein 591,833.7570397699869,912.4042213950187,662.2241557922389,768.6758622667487,757.1396565989581,663.9252231612267
P10591,Protein 592,1198.5389279243334,1097.288757641928,1100.704488509939,756.2259838628115,535.7997100586217,805.5390676527888
P10592,Protein 593,1014.0011494080397,608.0689354108194,933.5761060460059,879.415125300255,848.9119768865152,911.756314633321
P10593,Protein 594,852.3628469799896,1178.0691083253544,1071.6795356143166,998.3193990477909,851.740582265341,675.7905678327902
P10594,Protein 595,644.8427118330865,540.6018266305973,1178.0253271294532,722.5499862330598,674.0081790830982,760.1095547133064
P10595,Protein 596,937.1231144429402,820.916200711609,1175.3491571569155,675.4656767127619,778.600380087302,784.2512801780545
P10596,Protein 597,957.671847108653,942.5418521884465,773.1097998149279,941.4117907519858,820.4229576538505,1027.653666452547
P10597,Protein 598,960.3716923098268,1082.0634140087595,1160.511751019282,1096.4452155428207,957.3008506333898,950.611806793534
P10598,Protein 599,1015.4385740847093,1156.6160483637002,1103.2148154902616,918.1676860451921,1079.9409263938626,781.7713342627777
P10599,Protein 600,868.9800473313719,877.6465917337114,1010.7904697282171,1039.5937366390463,928.0024420930897,847.9546335601415
P10600,Protein 601,951.5144365608681,1145.0270004566346,1220.2366974754584,967.4547581037754,1149.101436153534,893.3549252496441
P10601,Protein 602,1298.0925569941605,1241.7372634055616,978.3643755264101,1164.0510657308855,773.1798520323883,821.2392721840458
P10602,Protein 603,1005.1572086224202,1273.303760042865,938.4234603995733,1105.0061398914736,1039.1904566421213,851.4874510330354
P10603,Protein 604,796.0738012599097,899.4416986254844,1145.103985152629,940.4038846575252,943.9688167221043,868.8284842781623
P10604,Protein 605,1060.6176691782878,1050.6195757811051,718.0464908940673,741.3540921254095,1059.273545678681,794.0397525387002
P10605,Protein 606,1213.3878664654324,1119.495931019851,855.7649439446731,765.4072573939957,934.5652709211957,756.4747538885362
P10606,Protein 607,980.6702014256215,1030.9807150467466,1050.7791618131835,798.3104810736771,986.743262888375,979.2800140864149
P10607,Protein 608,1374.6428459223223,870.4193556446602,1284.4692956738058,871.7781499485266,643.838382509284,806.9608776804936
P10608,Protein 609,1138.139309819915,882.9340955417263,786.6256586775048,629.6746195589053,704.9068056139471,959.9422123382715
P10609,Protein 610,911.7581479650091,978.5479756655133,794.9739355891688,882.5500380871556,944.9888698440107,1010.4478221825806
P10610,Protein 611,836.1457952988583,944.4628143340901,1085.2095895992695,1101.7334813467555,950.3690636355684,588.6684121946146
P10611,Protein 612,1224.3932553305508,859.0235936558466,1067.8123344467951,870.1598031167425,846.1862098925168,793.4087282852832
P10612,Protein 613,956.6824866501983,991.0085318833235,1306.7719980079864,864.2128652887545,1025.4864273480237,883.8942464830616
P10613,Protein 614,784.0195679033185,1183.774111216193,1184.8992761945015,1018.3423187306148,1041.3981825339517,1053.752642273079
P10614,Protein 615,1085.2250548872603,1433.222460077986,772.9802024567516,878.747264394675,929.1473311754914,592.0962781802965
P10615,Protein 616,1019.0202742422092,814.7898136201743,980.1130992597884,579.5585459748286,851.3358861915541,948.3660569227495
P10616,Protein 617,888.2656626918495,565.5468611587748,785.9645395287846,962.0910882114994,694.2994163160982,899.4142205093757
P10617,Protein 618,893.7807377939898,942.0680749935469,1074.7257856445242,1195.6086167826497,854.0051613997173,686.38792459401
P10618,Protein 619,1101.7300827687588,938.2729187306243,1030.7501561410634,935.7738506041243,806.3194944391773,1196.3086643364213
P10619,Protein 620,1197.6779424753172,905.2983757239231,1156.1554547279914,818.2456962728068,782.2654132432563,1037.3304482815854
P10620,Protein 621,906.428897319198,913.8660259577853,1113.784278278181,640.3655142832614,1004.4587826629487,836.9413814910602
P10621,Protein 622,1262.9641921026148,996.6281359895398,1320.661810021219,890.2729820921725,1092.1176311756503,1332.0480689339834
P10622,Protein 623,944.7981454925192,906.2875550496782,1418.316175389738,708.9943263017585,507.44843567356884,706.3156840889991
P10623,Protein 624,1095.3533817357136,1294.9758691052252,1165.4131007704793,800.3219420182422,598.878347980698,1037.2348829661787
P10624,Protein 625,843.2491847743955,992.2217307246896,1019.4156552159221,880.0366335571165,935.6695087550528,1003.655359078007
P10625,Protein 626,1219.0078155325834,1277.7717482687854,813.8628171443936,943.7457172319085,866.7441253138912,615.2155026552873
P10626,Protein 627,942.8815780589752,1276.6053800869638,733.6371765954511,1056.5106729841618,991.7064035928299,800.7886254539499
P10627,Protein 628,1232.5721049764768,740.0121415495198,1056.6232440877782,920.1636888761765,825.4479594020377,732.9536452236548
P10628,Protein 629,1268.4227925522225,864.0194163191672,935.9665684598331,909.3212382594863,937.2173428475733,733.0240057390282
P10629,Protein 630,879.5564161999249,978.8122219947637,723.3261256844149,884.7280603827498,806.655278953335,873.2806382148153
P10630,Protein 631,1120.009569431329,1474.6724796251265,665.0773795915877,907.0335080937732,913.3011822775853,1047.6204532411484
P10631,Protein 632,1067.284219078272,813.1465675013096,1063.5895409432314,1138.928480054348,719.6888643736495,986.6816378726538
P10632,Protein 633,901.1987871431654,914.5564295342671,932.6343071382358,1038.4767155932682,888.3938884008487,1317.8576144433314
P10633,Protein 634,912.8635253005663,1147.3876501083791,1053.5529626794682,701.1846613381483,835.069160890844,856.9270370438894
P10634,Protein 635,869.125637531485,1117.7987181726153,1413.3282877225581,846.2017858489039,546.5033399838488,938.4764447328857
P10635,Protein 636,1057.7199012770982,1002.821212444012,962.1923379928758,922.379630697015,781.8234325384865,894.7679298724541
P10636,Protein 637,1138.87655220278,1055.5348079327957,889.519041285347,995.1430066807998,926.6370161320727,983.9821010406548
P10637,Protein 638,1091.756422529106,1078.479120257273,1043.2003260987428,995.7588786697277,943.4692214704694,1113.7473368267583
P10638,Protein 639,897.5813572358028,1216.0963114103224,995.4522714314041,859.602112844848,768.77222985039,871.7038396329991
P10639,Protein 640,975.0420412435349,1016.3232818264798,1206.5804879593647,992.0420210179141,937.8274436533516,892.3424414747293
P10640,Protein 641,1135.5692484864935,971.3616568831557,1268.720914391661,863.0028427161408,942.401785120732,890.4096982558063
P10641,Protein 642,1353.8458648659653,726.830047787698,1093.7356398829415,980.8376096534867,827.9957054579259,833.6597991153376
P10642,Protein 643,1303.4226309390478,713.4120269721493,1143.2510823542582,1110.120051540132,817.653036094068,854.1364330816788
P10643,Protein 644,1098.3774230588988,1471.235846398873,941.3615784074617,1064.6344950376429,926.9293645159856,807.2450514888782
P10644,Protein 645,1077.5901707848664,914.5700398430938,900.2681166734783,1119.6718384944088,913.0297513516582,1156.3164085082262
P10645,Protein 646,924.4733416341819,1298.352229600862,970.435449412276,882.744485049113,1011.6331860630871,1061.0217058564604
P10646,Protein 647,1146.248574330853,1119.1678243681517,1260.1312209677226,625.0874348652053,779.5243296481817,1022.913331582422
P10647,Protein 648,693.0350063466094,957.9397253754478,864.0922056305907,1112.7244862470993,855.089229358255,787.1924681880481
P10648,Protein 649,864.0788780766867,1052.5150246368858,815.8480933857414,1061.5797843293194,1035.6470761923845,843.6570897221759
P10649,Protein 650,1000.695992101939,1218.4390219160482,1219.233929783497,976.083888659685,872.4627274845656,932.863017189024
P10650,Protein 651,906.0022925945991,897.438162088174,1150.870055365101,729.7113315371129,705.6427273292136,921.8961094991471
P10651,Protein 652,1019.6564399420013,1059.7205325788364,904.2198467635969,917.4300886865685,1199.3166943018223,850.0396537854767
P10652,Protein 653,1244.3361491762446,1099.2511233954372,915.5852656343409,902.7835350353422,808.556640089922,722.0495589371078
P10653,Protein 654,1253.9072124220975,936.8636796878227,978.9583554672137,1037.122166317462,797.1820947512449,669.9076838116642
P10654,Protein 655,809.3756359554654,874.8065146262302,1285.1033564388622,809.1677468659598,997.0921951859556,1050.9971121867463
P10655,Protein 656,809.1703838508696,1433.242560398588,992.4576507541212,803.8993166434202,1061.020346430741,906.7003524392983
P10656,Protein 657,907.5105280787278,977.4386779349167,781.9163316424257,879.1097807035802,878.3077987493479,819.1322886950261
P10657,Protein 658,1137.4641429778897,668.7203671302784,880.5859147627598,827.5840770479912,918.9423030273673,906.3403132912575
P10658,Protein 659,868.2399700569122,909.6203912619288,577.187760808625,777.5833149830808,825.0678552168155,728.2115812844986
P10659,Protein 660,836.4996442890977,1026.8517953916241,1017.5322168729516,791.3878054922544,781.0168553805682,827.5242749348687
P10660,Protein 661,991.8991102838627,884.7916559765607,1103.361684282214,570.4669191691573,894.7724933247621,898.2723423874362
P10661,Protein 662,970.5982323839825,1116.2002474536407,926.5335951486571,881.7285714393802,726.8566723690891,1038.6365169881285
P10662,Protein 663,1058.9824674363247,627.3055446443616,1071.1717824330476,952.8925027091303,758.5887088200674,887.388674668566
P10663,Protein 664,873.169129733415,1150.7029115040796,672.136084074967,751.4885897836739,703.3787884452076,879.6788150156161
P10664,Protein 665,880.3301055583006,967.9682285991846,823.1887017050685,575.318868744649,1048.097753398656,629.8093590003438
P10665,Protein 666,916.9004179911944,831.2595788997044,1182.998833662102,1172.1606598016463,900.8771857051757,691.4450451653418
P10666,Protein 667,721.9177210159241,1260.3051552102008,746.403488647758,742.7296897878803,910.5652808584923,1137.5394405094523
P10667,Protein 668,959.485762415057,1141.85058761254,808.6411061600402,1034.616568975057,759.9764662459728,860.7043969159593
P10668,Protein 669,1023.1105443248229,1277.621122054737,694.1915621765695,954.6128102369216,1221.3442123668062,1040.9130215742957
P10669,Protein 670,1231.7613478107796,986.6972279307628,931.0663061432193,726.5753831986264,1097.9865673794689,609.0635514358682
P10670,Protein 671,1098.686189071594,837.7219691466961,853.4048882582415,1094.6309696747435,881.6584359141708,1040.786081044771
P10671,Protein 672,771.0842500162712,1167.5757166460908,1174.9231676865,880.1353310922836,893.6426686931899,976.3226193847544
P10672,Protein 673,1071.9300662199792,1221.2934704116242,607.6829979243299,908.097645720295,1036.5814845806017,674.0423068337716
P10673,Protein 674,921.577620627556,1107.3458866725705,922.6413720863455,793.3456601510021,909.1704973354292,565.8023320221362
P10674,Protein 675,1046.4254499656968,1058.6039015473536,1080.0548592897203,986.8056412372928,816.075114915397,955.2707479194396
P10675,Protein 676,1094.3224210834499,1276.542820200656,1054.9135503963985,966.0745180846527,881.4908616915686,1020.4181533003012
P10676,Protein 677,1120.2265944718717,966.9901827333049,1207.3601457245068,1023.3824549012434,798.9147765202831,733.4973370942173
P10677,Protein 678,911.1468970232457,1256.8928295363933,1081.1657247551132,782.0033615059345,784.8714793463921,647.7190768071443
P10678,Protein 679,1470.4560615823932,1205.289173379364,1172.7233704314863,792.6163850201473,903.9884841786611,905.6646299021678
P10679,Protein 680,694.1230161582669,1336.5256311548978,986.4529547070391,878.1677116551994,850.7540997359042,1027.846233632773
P10680,Protein 681,891.0298794058516,1163.926030323242,929.5248798185007,1036.7428116529907,909.285178367419,946.5167160850601
P10681,Protein 682,810.8383203323943,1013.2483110891959,1262.6110862773314,922.1487405740842,835.4820186679657,925.1157691420431
P10682,Protein 683,1188.0620859899825,935.262015355931,1071.5088535451832,742.6263120040741,1065.6281476196468,769.7606858850353
P10683,Protein 684,1075.529676207793,1051.4300338313808,711.998748566546,927.1400221935154,881.6129689463818,1029.7967337736454
P10684,Protein 685,1075.6273530193146,612.2302635235933,1089.5233369199643,773.5237486062138,757.0485700271832,1028.5311282795553
P10685,Protein 686,1175.6888009881864,828.5498737254514,1303.7352794202702,806.0743363293143,967.1503532347708,1006.3768507081505
P10686,Protein 687,918.8429652929814,1101.0938258608935,1238.8598077019901,933.5158066910715,959.1170533695099,796.757456177719
P10687,Protein 688,981.1274721874377,1265.1023812116305,1264.4188882445019,850.2557247835941,990.6601885937234,1135.2069818097186
P10688,Protein 689,1144.8440215353933,1250.4955576115258,1197.9329747033898,1102.1150143318996,930.5544585539437,944.6741158356425
P10689,Protein 690,1087.8205779390785,1234.7055971911166,1014.106214151764,649.8232211691941,939.4802993327568,927.2003125339829
P10690,Protein 691,1161.38971238015,962.9310775264889,1057.463706023984,952.9332014232413,577.5747522625679,902.0219751056577
P10691,Protein 692,1167.6072604478663,607.7216271309997,852.7019119891069,614.189905302597,1131.5589803693063,659.9074682400764
P10692,Protein 693,848.0306116672505,889.5259135988866,1263.7781073518593,905.2984083521641,991.1701122336322,672.7727054761285
P10693,Protein 694,981.3567482342362,965.5930050594146,968.0407388009677,659.2183489152867,974.080209391274,797.2255826676225
P10694,Protein 695,980.6204429163594,887.2229664568281,1083.7225027434824,974.1855749586142,929.2535904129147,1038.0270447046933
P10695,Protein 696,978.3708438890924,866.2870579315379,785.7045607040062,552.5767454606572,1030.3722817183611,963.9736428277124
P10696,Protein 697,911.5287485355984,884.9485090337273,1029.816343210372,793.4815483611851,860.86652568599,707.9244695861601
P10697,Protein 698,1124.7524867683987,738.047618264,923.2879697747187,1340.4256103171492,1081.4733668025735,1000.9348455835166
P10698,Protein 699,1373.9339025544496,700.5862450639739,1293.9315756382562,852.5056683135781,513.3312539370339,1007.0714263713569
P10699,Protein 700,1131.0710432055168,1466.059888238067,411.6735762534727,704.9822366072184,797.5717535548246,965.4464281253092
P10700,Protein 701,1003.4578913477674,876.4596132034195,779.8272810083159,977.0585949370675,982.5643402623599,756.6508118021134
P10701,Protein 702,1174.0807106733266,855.0712298438558,1178.9796833825621,805.2147641047865,1088.9582590791056,911.7589614224142
P10702,Protein 703,1081.3552939761921,533.4587882789303,843.3578207896901,1117.8632868784541,848.1314006829252,1146.1437179702314
P10703,Protein 704,1167.8214635822703,1349.9346299889985,951.3021783908425,873.5336547463761,995.9820347799491,788.9651622017848
P10704,Protein 705,800.055682947777,1148.7349688393974,1145.7721820667098,985.0364695321844,893.1542373135146,729.2831310779554
P10705,Protein 706,876.9531911359642,753.7768127742778,848.0367979357648,1009.265386206913,1165.4210806156193,976.861665815719
P10706,Protein 707,710.3427043167572,545.576396253871,977.355767645058,870.5627237206409,632.919520111546,845.6489313297485
P10707,Protein 708,1065.2334998718175,1087.7055154402012,882.9439814441547,1401.6256444929654,675.0702368405368,865.252919860943
P10708,Protein 709,1123.5551825466055,620.1892066329785,1302.3240918425854,633.3849622659309,932.359648850678,1113.0495534658478
P10709,Protein 710,1037.2418373701773,1186.456544102643,1096.8823221251098,1056.6521744018785,902.7662340798295,917.9860024844296
P10710,Protein 711,774.8085337677535,720.0678227950921,1374.301232888799,603.4238824763281,943.4830933591443,1087.5418047753024
P10711,Protein 712,1222.8505347347777,1331.6256366734262,805.974559464662,863.0999697465039,959.3195366479675,842.5092797932252
P10712,Protein 713,834.5136340642008,756.1284761131724,1168.6781658977452,1105.9686385624896,1228.7074542570303,666.139465764526
